ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000100769.2	Gm28893
ENSMUSG00000101567.2	Txn-ps1
ENSMUSG00000056870.10	Gulp1
ENSMUSG00000102319.2	Gm37626
ENSMUSG00000089877.2	Gm16102
ENSMUSG00000101701.2	4930521E06Rik
ENSMUSG00000103071.2	Gm38110
ENSMUSG00000100434.2	Gm3489
ENSMUSG00000100013.2	Gm19480
ENSMUSG00000101251.2	Gm3496
ENSMUSG00000101937.2	Gm5268
ENSMUSG00000026043.19	Col3a1
ENSMUSG00002074901.1	Gm54819
ENSMUSG00000026042.17	Col5a2
ENSMUSG00000104476.2	Gm38211
ENSMUSG00000100218.2	Gm8296
ENSMUSG00000100361.2	Gm7063
ENSMUSG00000100894.2	Gm8304
ENSMUSG00000119267.1	Gm23216
ENSMUSG00000065255.3	Gm23974
ENSMUSG00000100843.2	Gm8307
ENSMUSG00000087764.3	Gm23984
ENSMUSG00000025995.17	Wdr75
ENSMUSG00000099850.2	Gm28906
ENSMUSG00000084817.4	Gm5526
ENSMUSG00000121041.1	Gm57168
ENSMUSG00000098549.3	Gm5269
ENSMUSG00000099381.2	Gm18303
ENSMUSG00000025993.11	Slc40a1
ENSMUSG00000099946.2	Gm9496
ENSMUSG00000070896.3	Rpl23a-ps1
ENSMUSG00000090682.5	Gm3852
ENSMUSG00000121768.1	Stk-ps2
ENSMUSG00000044457.10	Stk-ps2
ENSMUSG00000099432.2	Gm18849
ENSMUSG00000041144.13	Dnah7b
ENSMUSG00000119743.1	n-R5s211
ENSMUSG00000101262.2	Gm8326
ENSMUSG00000101337.7	Dnah7c
ENSMUSG00000025986.7	Slc39a10
ENSMUSG00000100213.2	Gm28151
ENSMUSG00000103129.2	Gm37393
ENSMUSG00000100160.2	Gm28527
ENSMUSG00000101921.2	Gm28825
ENSMUSG00000101447.2	Gm28826
ENSMUSG00000081185.2	Gm4852
ENSMUSG00000103246.2	Gm38090
ENSMUSG00000098876.3	Mir6350
ENSMUSG00000100530.2	Gm18117
ENSMUSG00000104067.2	Gm37196
ENSMUSG00000100033.2	Gm8337
ENSMUSG00002075213.1	Gm54870
ENSMUSG00002076633.1	Gm54871
ENSMUSG00000101996.2	Gm19206
ENSMUSG00000096973.2	Gm5974
ENSMUSG00000064943.3	Gm23240
ENSMUSG00000100866.2	Gm28830
ENSMUSG00000101721.2	Gm8354
ENSMUSG00000099376.2	Gm19124
ENSMUSG00000097883.2	Gm8357
ENSMUSG00002076043.1	Gm54872
ENSMUSG00000099698.2	Gm28740
ENSMUSG00000099454.2	Gm8367
ENSMUSG00000051616.15	C230029F24Rik
ENSMUSG00000099627.2	Gm6757
ENSMUSG00000099577.2	Gm3605
ENSMUSG00000099882.2	Gm28388
ENSMUSG00000101760.2	Gm8384
ENSMUSG00000099608.2	4933411E06Rik
ENSMUSG00000099864.2	Gm8391
ENSMUSG00002075839.1	Gm54883
ENSMUSG00000100451.2	Gm29665
ENSMUSG00000099941.2	Gm20118
ENSMUSG00002075589.1	Gm54885
ENSMUSG00000100816.2	Gm28321
ENSMUSG00000026109.15	Tmeff2
ENSMUSG00000100671.2	Gm28322
ENSMUSG00002075527.1	Gm54895
ENSMUSG00000101242.2	Gm28319
ENSMUSG00000099924.2	Gm28320
ENSMUSG00000099625.2	Gm29325
ENSMUSG00000101799.2	9330175M20Rik
ENSMUSG00000045954.8	Cavin2
ENSMUSG00000099741.2	Gm5253
ENSMUSG00000101702.2	1700072G22Rik
ENSMUSG00000026107.12	Nabp1
ENSMUSG00000120049.1	Gm57109
ENSMUSG00000099413.2	Gm17767
ENSMUSG00000103424.2	Gm37535
ENSMUSG00000101741.3	Gm28055
ENSMUSG00000018417.15	Myo1b
ENSMUSG00000101724.2	Gm29453
ENSMUSG00000100313.2	Gm28323
ENSMUSG00000100696.2	Gm8419
ENSMUSG00002075355.1	Gm54983
ENSMUSG00000072324.5	Gm8420
ENSMUSG00000062939.12	Stat4
ENSMUSG00000101628.2	Gm28177
ENSMUSG00000078291.2	Gm3940
ENSMUSG00000109599.2	Gm31812
ENSMUSG00000026104.15	Stat1
ENSMUSG00000099569.2	Gm18301
ENSMUSG00000026103.15	Gls
ENSMUSG00000099648.2	Gm5975
ENSMUSG00000065192.3	Gm23460
ENSMUSG00000002881.15	Nab1
ENSMUSG00000097833.2	Gm5976
ENSMUSG00000101501.2	Rps27a-ps1
ENSMUSG00000100120.2	Gm53065
ENSMUSG00000099878.2	Gm28178
ENSMUSG00000100007.2	Gm5527
ENSMUSG00000043015.16	Nemp2
ENSMUSG00000103630.2	Gm37242
ENSMUSG00000041439.16	Mfsd6
ENSMUSG00000100302.2	Gm29670
ENSMUSG00000100230.2	Gm28650
ENSMUSG00000026102.10	Inpp1
ENSMUSG00000041426.13	Hibch
ENSMUSG00000089802.2	Gm16107
ENSMUSG00000043629.13	1700019D03Rik
ENSMUSG00000026100.7	Mstn
ENSMUSG00000089334.4	Gm24349
ENSMUSG00000060715.10	1700019A02Rik
ENSMUSG00000026098.14	Pms1
ENSMUSG00000100763.2	Gm28777
ENSMUSG00000026097.10	Ormdl1
ENSMUSG00000100679.3	Gm28778
ENSMUSG00000026096.15	Osgepl1
ENSMUSG00000099913.2	Gm28551
ENSMUSG00000101838.8	Gm18800
ENSMUSG00000121346.1	ENSMUSG00000121346
ENSMUSG00000026095.16	Asnsd1
ENSMUSG00000117809.2	Asdurf
ENSMUSG00000100267.2	Gm28779
ENSMUSG00000099450.2	Gm6799
ENSMUSG00000100069.2	Gm6801
ENSMUSG00000096141.3	Dnah7a
ENSMUSG00002076105.1	Gm55384
ENSMUSG00000026094.15	Stk17b
ENSMUSG00000102405.2	Gm37863
ENSMUSG00000042807.16	Hecw2
ENSMUSG00000098443.3	Mir7681
ENSMUSG00000087949.3	Gm24251
ENSMUSG00000102868.2	Gm37633
ENSMUSG00000119657.1	Gm25829
ENSMUSG00000025983.12	Ccdc150
ENSMUSG00000041303.8	Gtf3c3
ENSMUSG00000109809.2	Gm34066
ENSMUSG00000073678.5	Pgap1
ENSMUSG00000104136.2	Gm36955
ENSMUSG00000101130.2	Gm19637
ENSMUSG00000052331.15	Ankrd44
ENSMUSG00000101674.7	4930444A19Rik
ENSMUSG00000102503.2	Gm37370
ENSMUSG00002075552.1	Gm55461
ENSMUSG00000102642.2	A130048G24Rik
ENSMUSG00000025982.14	Sf3b1
ENSMUSG00000103030.2	E330011M16Rik
ENSMUSG00000025981.14	Coq10b
ENSMUSG00000101122.2	Gm17971
ENSMUSG00000025980.15	Hspd1
ENSMUSG00000073676.5	Hspe1
ENSMUSG00000100736.2	Gm5147
ENSMUSG00000089670.2	Gm16581
ENSMUSG00000025979.14	Mob4
ENSMUSG00000061863.7	Gm6822
ENSMUSG00000025978.15	Rftn2
ENSMUSG00000097649.4	Gm10561
ENSMUSG00000046994.10	Mars2
ENSMUSG00000025977.16	Boll
ENSMUSG00000100215.2	Gm8292
ENSMUSG00000101945.2	Btf3-ps17
ENSMUSG00000101085.2	Gm8531
ENSMUSG00000038349.11	Plcl1
ENSMUSG00000102145.2	Gm38056
ENSMUSG00000100309.2	Gm6644
ENSMUSG00000102831.2	Gm37382
ENSMUSG00000099950.2	9130227L01Rik
ENSMUSG00000102491.2	Gm36986
ENSMUSG00000100372.2	1700003I22Rik
ENSMUSG00000100944.2	Gm28900
ENSMUSG00000101332.2	Gm28240
ENSMUSG00000045336.6	Hsfy2
ENSMUSG00000038331.16	Satb2
ENSMUSG00000087022.6	9130024F11Rik
ENSMUSG00000104310.2	Gm4081
ENSMUSG00000120334.1	Gm57110
ENSMUSG00002075847.1	Gm55536
ENSMUSG00000099945.2	1700126A01Rik
ENSMUSG00000101429.2	BC055402
ENSMUSG00000101129.2	Gm5254
ENSMUSG00000097519.4	4930558J18Rik
ENSMUSG00000038323.4	1700066M21Rik
ENSMUSG00000048495.17	Tyw5
ENSMUSG00000025971.7	Maip1
ENSMUSG00000077776.3	Gm22371
ENSMUSG00002076848.1	Gm55546
ENSMUSG00000101826.2	Gm8581
ENSMUSG00000102685.2	Gm37373
ENSMUSG00000101151.2	Gm17929
ENSMUSG00000121279.1	Gm57188
ENSMUSG00000038305.16	Spats2l
ENSMUSG00000091283.2	Gm17234
ENSMUSG00000054770.17	Kctd18
ENSMUSG00000026039.10	Sgo2a
ENSMUSG00000063558.5	Aox1
ENSMUSG00000064294.13	Aox3
ENSMUSG00000089275.3	Gm24548
ENSMUSG00000038242.13	Aox4
ENSMUSG00000089822.2	Gm15759
ENSMUSG00000079554.3	Aox2
ENSMUSG00000103839.2	Gm37607
ENSMUSG00000051223.15	Bzw1
ENSMUSG00000026034.18	Clk1
ENSMUSG00000026035.16	Ppil3
ENSMUSG00000026036.18	Nif3l1
ENSMUSG00000026037.15	Orc2
ENSMUSG00000119442.1	Gm23966
ENSMUSG00000085054.3	Gm15834
ENSMUSG00000038174.15	Hycc2
ENSMUSG00000026032.9	Ndufb3
ENSMUSG00000100202.2	Gm29389
ENSMUSG00000099490.2	Gm18802
ENSMUSG00000059647.6	Cbx3-ps7
ENSMUSG00000047528.14	Flacc1
ENSMUSG00000121483.1	Gm20257
ENSMUSG00000102059.4	Gm20257
ENSMUSG00000101046.2	Gm28803
ENSMUSG00000026031.16	Cflar
ENSMUSG00000100236.2	Gm3841
ENSMUSG00000026029.15	Casp8
ENSMUSG00000102719.2	Gm37760
ENSMUSG00000099719.2	Gm28802
ENSMUSG00000026028.13	Trak2
ENSMUSG00000026027.14	Stradb
ENSMUSG00000072295.8	C2cd6
ENSMUSG00000047383.9	Gm55816
ENSMUSG00000099752.2	Gm29018
ENSMUSG00000077616.3	Gm25502
ENSMUSG00000038079.15	Tmem237
ENSMUSG00000097573.4	G730003C15Rik
ENSMUSG00000079550.10	Mpp4
ENSMUSG00000101586.2	Gm29017
ENSMUSG00000099563.2	Gm19125
ENSMUSG00000026024.15	Als2
ENSMUSG00000120458.1	Gm33667
ENSMUSG00000026023.17	Cdk15
ENSMUSG00000099922.2	Gm29016
ENSMUSG00000104502.2	Gm37737
ENSMUSG00000041075.9	Fzd7
ENSMUSG00000097819.2	Gm26813
ENSMUSG00000047361.17	Gm973
ENSMUSG00000099811.7	Gm28411
ENSMUSG00000101409.2	1700122D07Rik
ENSMUSG00000026021.16	Sumo1
ENSMUSG00002075401.1	Gm55879
ENSMUSG00000103821.2	D430013B06Rik
ENSMUSG00000101400.2	Gm29596
ENSMUSG00000026020.10	Nop58
ENSMUSG00000077345.3	Snord70
ENSMUSG00000077358.3	Gm26293
ENSMUSG00000089512.5	Gm26287
ENSMUSG00000089093.5	Snord11
ENSMUSG00000119961.1	B430105G09Rik
ENSMUSG00000067336.7	Bmpr2
ENSMUSG00000104052.2	Gm38125
ENSMUSG00000103131.2	Gm37977
ENSMUSG00000041040.13	Fam117b
ENSMUSG00000103696.2	Gm37531
ENSMUSG00000100901.2	Gm18829
ENSMUSG00000026018.13	Ica1l
ENSMUSG00000026019.16	Wdr12
ENSMUSG00000026017.14	Carf
ENSMUSG00000082609.2	Gm15464
ENSMUSG00000073664.12	Nbeal1
ENSMUSG00000100516.2	Gm29332
ENSMUSG00000049439.14	Cyp20a1
ENSMUSG00000103822.2	6030460B20Rik
ENSMUSG00000026782.16	Abi2
ENSMUSG00000026014.16	Raph1
ENSMUSG00000081562.2	Sec61g-ps2
ENSMUSG00000084400.2	Gm11576
ENSMUSG00000082160.2	Gm11578
ENSMUSG00000103215.2	Gm38388
ENSMUSG00000120763.1	Gm57165
ENSMUSG00002075076.1	Gm55967
ENSMUSG00000084151.2	Gm11577
ENSMUSG00000101188.2	Eif4a-ps4
ENSMUSG00000120928.1	Gm57147
ENSMUSG00000026012.3	Cd28
ENSMUSG00000086795.2	Gm11579
ENSMUSG00000085965.3	2310016D23Rik
ENSMUSG00000104069.2	Gm37198
ENSMUSG00000083118.2	Gm11609
ENSMUSG00000083355.2	Gm11581
ENSMUSG00000102549.2	Gm38137
ENSMUSG00000026011.14	Ctla4
ENSMUSG00000081382.2	Rpl18-ps1
ENSMUSG00000080800.2	Gm11582
ENSMUSG00000026009.15	Icos
ENSMUSG00000102561.2	Gm37039
ENSMUSG00000082804.4	Rpl17-ps1
ENSMUSG00000082661.2	Gm11590
ENSMUSG00000080785.2	Gm11591
ENSMUSG00000100893.2	Gm28083
ENSMUSG00000085248.3	Gm11587
ENSMUSG00000085447.2	9530026F06Rik
ENSMUSG00000086408.2	Gm11588
ENSMUSG00002075578.1	Gm55971
ENSMUSG00000100965.2	Gm28449
ENSMUSG00000102168.2	Gm36943
ENSMUSG00000100381.2	Gm28094
ENSMUSG00000086009.2	4930587A21Rik
ENSMUSG00000052062.15	Pard3b
ENSMUSG00000103656.2	Gm37205
ENSMUSG00000104402.2	Gm38012
ENSMUSG00000104081.2	Gm38278
ENSMUSG00000085842.8	Pard3bos1
ENSMUSG00000103002.2	Gm38075
ENSMUSG00000100344.2	Gm29640
ENSMUSG00000101509.2	Gm29641
ENSMUSG00000085019.3	Pard3bos2
ENSMUSG00000102359.2	Gm38351
ENSMUSG00000085400.2	Pard3bos3
ENSMUSG00000100750.2	Gm29084
ENSMUSG00000081950.2	Gm11600
ENSMUSG00000084333.2	Gm11599
ENSMUSG00000025969.16	Nrp2
ENSMUSG00000100811.2	Gm29083
ENSMUSG00000103032.2	Gm37121
ENSMUSG00000100426.3	Gm4208
ENSMUSG00000040865.17	Ino80d
ENSMUSG00000104991.4	Gm44468
ENSMUSG00000088953.3	Gm24942
ENSMUSG00000081617.2	Rps13-ps7
ENSMUSG00000081429.2	Rps27-ps1
ENSMUSG00000084799.9	Ino80dos
ENSMUSG00000101599.2	Gm20342
ENSMUSG00000025968.17	Ndufs1
ENSMUSG00002076280.1	Gm56063
ENSMUSG00000025967.17	Eef1b2
ENSMUSG00002076939.1	Gm56065
ENSMUSG00000064612.4	Gm26457
ENSMUSG00002074855.1	Gm26457
ENSMUSG00000064602.3	Snora41
ENSMUSG00000046856.14	Cmklr2
ENSMUSG00002075004.1	Gm56066
ENSMUSG00000086730.3	Platr12
ENSMUSG00000102536.2	1700039I01Rik
ENSMUSG00000087561.8	Gm11608
ENSMUSG00002076057.1	Gm56068
ENSMUSG00000027520.17	Zdbf2
ENSMUSG00000119074.1	Gm23448
ENSMUSG00000083039.2	Gm11606
ENSMUSG00000081643.2	Gm11605
ENSMUSG00000025964.16	Adam23
ENSMUSG00000087823.3	Gm22281
ENSMUSG00000115378.2	Fam237a
ENSMUSG00000069085.6	Dytn
ENSMUSG00000083066.2	Gm12748
ENSMUSG00000025963.6	Mdh1b
ENSMUSG00000025962.16	Fastkd2
ENSMUSG00000025961.2	4933402D24Rik
ENSMUSG00000080817.2	Gm13751
ENSMUSG00000082373.3	Gm13754
ENSMUSG00000044689.6	Gm13749
ENSMUSG00000025959.14	Klf7
ENSMUSG00000098487.3	Mir6899
ENSMUSG00000086836.2	Gm13748
ENSMUSG00000086721.3	Gm13750
ENSMUSG00000101895.2	Gm28981
ENSMUSG00002076107.1	Gm56116
ENSMUSG00000099658.2	Gm28980
ENSMUSG00000025958.15	Creb1
ENSMUSG00000025956.11	Mettl21a
ENSMUSG00000101832.2	Gm28982
ENSMUSG00000100437.2	Gm29152
ENSMUSG00000087213.4	2810408I11Rik
ENSMUSG00000070871.11	Ccnyl1
ENSMUSG00000045005.10	Fzd5
ENSMUSG00000102140.2	Gm38058
ENSMUSG00000051344.14	Plekhm3
ENSMUSG00000097264.2	Rpl31-ps24
ENSMUSG00000084416.4	Rpl10a-ps1
ENSMUSG00000077471.4	Gm24788
ENSMUSG00000025955.14	Akr1cl
ENSMUSG00000090042.2	Gm8550
ENSMUSG00000070870.7	Cryge
ENSMUSG00000067299.12	Crygd
ENSMUSG00000025952.16	Crygc
ENSMUSG00000073658.5	Crygb
ENSMUSG00000100774.2	Gm7329
ENSMUSG00000044429.9	Cryga
ENSMUSG00000100846.2	Gm28845
ENSMUSG00000044816.11	D630023F18Rik
ENSMUSG00000025950.17	Idh1
ENSMUSG00000025949.17	Pikfyve
ENSMUSG00000025946.14	Pth2r
ENSMUSG00000100503.2	Gm28927
ENSMUSG00000100504.2	Gm28926
ENSMUSG00000099383.2	Gm28925
ENSMUSG00000100340.2	Gm28923
ENSMUSG00000100439.2	Gm28922
ENSMUSG00000099819.2	Gm28728
ENSMUSG00000082565.2	Gm5255
ENSMUSG00000082774.2	Gm8805
ENSMUSG00000025945.12	Crygf
ENSMUSG00000081623.2	Gm8809
ENSMUSG00000083242.2	Gm15659
ENSMUSG00000083289.2	Gm8812
ENSMUSG00000015222.19	Map2
ENSMUSG00000088850.3	Gm24729
ENSMUSG00000073656.5	Gm10558
ENSMUSG00000065694.3	Gm25411
ENSMUSG00000055567.19	Unc80
ENSMUSG00000103375.2	Gm37181
ENSMUSG00000026005.16	Rpe
ENSMUSG00000026004.16	Kansl1l
ENSMUSG00000102559.2	Gm37570
ENSMUSG00000102374.2	Gm38387
ENSMUSG00000102776.2	Gm38162
ENSMUSG00000082057.2	Gm15789
ENSMUSG00000103706.2	6820402A03Rik
ENSMUSG00000103756.2	Gm37285
ENSMUSG00000121280.1	Gm57189
ENSMUSG00000103382.2	Gm37755
ENSMUSG00000103553.2	Gm38218
ENSMUSG00000026003.6	Acadl
ENSMUSG00000082769.4	Gm15793
ENSMUSG00000089420.4	Gm27934
ENSMUSG00000077328.3	Gm25832
ENSMUSG00000061816.16	Myl1
ENSMUSG00000094191.2	Rpl31-ps14
ENSMUSG00000082212.2	Gm15826
ENSMUSG00000026000.17	Lancl1
ENSMUSG00000120337.1	Gm57111
ENSMUSG00000025991.9	Cps1
ENSMUSG00000086204.2	Gm15668
ENSMUSG00000077745.3	Gm26342
ENSMUSG00000082473.2	Kif22-ps
ENSMUSG00002076414.1	Gm56209
ENSMUSG00000085075.2	Gm15669
ENSMUSG00000104395.2	Gm37957
ENSMUSG00002074910.1	Gm56221
ENSMUSG00000087329.4	Gm15671
ENSMUSG00000062209.16	Erbb4
ENSMUSG00000102449.2	Gm37100
ENSMUSG00000083795.2	Gm15670
ENSMUSG00000080539.4	Gm25542
ENSMUSG00000103307.2	Gm19335
ENSMUSG00000104508.2	Gm37735
ENSMUSG00000103642.2	Gm37769
ENSMUSG00000103809.2	Gm37061
ENSMUSG00000087514.2	Gm16076
ENSMUSG00000084332.2	Gm8840
ENSMUSG00000101387.2	Pced1c-ps
ENSMUSG00000099804.2	Gm28497
ENSMUSG00000100354.2	Gm29113
ENSMUSG00000101156.2	Gm29114
ENSMUSG00000025997.14	Ikzf2
ENSMUSG00000100815.2	Gm29112
ENSMUSG00000099954.2	Gm28112
ENSMUSG00000103402.2	Gm37930
ENSMUSG00000053153.15	Spag16
ENSMUSG00002076719.1	Gm56236
ENSMUSG00000080524.3	Gm23879
ENSMUSG00000101730.2	Gm28580
ENSMUSG00000103052.2	Gm38272
ENSMUSG00000104287.2	Gm37456
ENSMUSG00000075952.3	Gm23422
ENSMUSG00000045648.16	Vwc2l
ENSMUSG00000026196.8	Bard1
ENSMUSG00000089965.2	Gm16236
ENSMUSG00000101551.2	Gm8870
ENSMUSG00000050296.15	Abca12
ENSMUSG00000101617.2	Gm6947
ENSMUSG00000026192.14	Atic
ENSMUSG00000026193.16	Fn1
ENSMUSG00000073652.11	Apol7d
ENSMUSG00000101834.2	Gm5829
ENSMUSG00000100319.2	Gm5256
ENSMUSG00000102689.2	Gm37217
ENSMUSG00000099707.8	Gm8883
ENSMUSG00000101211.3	Gm28818
ENSMUSG00000121242.1	Gm57173
ENSMUSG00000101848.2	4933417E11Rik
ENSMUSG00000101764.2	4930556G22Rik
ENSMUSG00000059483.6	Gm5528
ENSMUSG00000101496.2	Gm8885
ENSMUSG00000102123.2	Gm4319
ENSMUSG00000039395.9	Mreg
ENSMUSG00000118839.1	Gm25360
ENSMUSG00000121277.1	Gm57184
ENSMUSG00000119668.1	Gm23472
ENSMUSG00000119873.1	Gm24497
ENSMUSG00000118790.1	Gm25939
ENSMUSG00000026189.14	Pecr
ENSMUSG00000026188.12	Tmem169
ENSMUSG00000026187.10	Xrcc5
ENSMUSG00000039372.6	Marchf4
ENSMUSG00000085812.2	Gm15843
ENSMUSG00000039354.17	Smarcal1
ENSMUSG00000110712.2	Gm39662
ENSMUSG00000039342.6	Ankar
ENSMUSG00000110487.2	Gm18035
ENSMUSG00000110596.2	Gm45859
ENSMUSG00000046330.11	Rpl37a
ENSMUSG00000120056.1	Gm30788
ENSMUSG00000121273.1	Gm57179
ENSMUSG00000039323.19	Igfbp2
ENSMUSG00000026185.9	Igfbp5
ENSMUSG00000101968.7	Teshl
ENSMUSG00000026182.7	Tnp1
ENSMUSG00000102266.2	Gm38106
ENSMUSG00000101112.2	Gm29185
ENSMUSG00000100697.2	Gm29184
ENSMUSG00000099877.7	Pinc
ENSMUSG00002076669.1	Gm56308
ENSMUSG00000101812.2	D530049I02Rik
ENSMUSG00000100044.2	Gm9553
ENSMUSG00000100444.2	C530043A13Rik
ENSMUSG00000100429.2	Gm29186
ENSMUSG00000100301.7	6030407O03Rik
ENSMUSG00000101344.2	Gm29183
ENSMUSG00002076885.1	Gm56310
ENSMUSG00000098504.3	Mir6351
ENSMUSG00000055322.17	Tns1
ENSMUSG00000061815.12	Rufy4
ENSMUSG00000026180.10	Cxcr2
ENSMUSG00000121276.1	Gm57183
ENSMUSG00000048480.6	Cxcr1
ENSMUSG00000087820.3	Mir1928
ENSMUSG00000118939.1	Gm25524
ENSMUSG00000006304.15	Arpc2
ENSMUSG00000064272.4	Gpbar1
ENSMUSG00000006299.14	Aamp
ENSMUSG00000101503.2	Gm28364
ENSMUSG00000026179.15	Pnkd
ENSMUSG00000103013.2	Gm37503
ENSMUSG00000006301.18	Tmbim1
ENSMUSG00000099931.2	Gm29358
ENSMUSG00000103403.2	Gm37931
ENSMUSG00000073650.10	Catip
ENSMUSG00000026177.12	Slc11a1
ENSMUSG00000026176.14	Ctdsp1
ENSMUSG00000065468.3	Mir26b
ENSMUSG00000026175.13	Vil1
ENSMUSG00000033364.14	Usp37
ENSMUSG00000103227.2	Gm37733
ENSMUSG00000026174.10	Cnot9
ENSMUSG00000026173.17	Plcd4
ENSMUSG00000026135.18	Zfp142
ENSMUSG00002075545.1	Gm56341
ENSMUSG00000026172.13	Bcs1l
ENSMUSG00000026171.13	Rnf25
ENSMUSG00000033276.19	Stk36
ENSMUSG00000033257.15	Ttll4
ENSMUSG00000026170.7	Cyp27a1
ENSMUSG00000006542.14	Prkag3
ENSMUSG00002075611.1	Gm56344
ENSMUSG00000033227.8	Wnt6
ENSMUSG00000099472.2	Gm29539
ENSMUSG00000026167.15	Wnt10a
ENSMUSG00000089964.2	Gm16582
ENSMUSG00000090071.5	Cdk5r2
ENSMUSG00000055197.5	Fev
ENSMUSG00000006546.4	Cryba2
ENSMUSG00000065616.5	Mir375
ENSMUSG00000047021.15	Cfap65
ENSMUSG00000089653.2	Gm15841
ENSMUSG00000006538.13	Ihh
ENSMUSG00000103145.2	Gm37744
ENSMUSG00000026162.9	Nhej1
ENSMUSG00000026205.9	Slc23a3
ENSMUSG00000033159.15	Cnppd1
ENSMUSG00000121256.1	Gm57175
ENSMUSG00000049339.17	Retreg2
ENSMUSG00000026197.13	Zfand2b
ENSMUSG00000026198.16	Abcb6
ENSMUSG00000099519.2	Gm29253
ENSMUSG00000033124.17	Atg9a
ENSMUSG00000026199.19	Ankzf1
ENSMUSG00000026200.14	Glb1l
ENSMUSG00002076477.1	Gm56348
ENSMUSG00000026201.13	Stk16
ENSMUSG00000026202.14	Tuba4a
ENSMUSG00000096094.3	A630095N17Rik
ENSMUSG00000118482.2	Gm50472
ENSMUSG00000026203.17	Dnajb2
ENSMUSG00000026204.16	Ptprn
ENSMUSG00000101840.2	Gm28294
ENSMUSG00000033061.16	Resp18
ENSMUSG00000100556.2	Gm28902
ENSMUSG00000026209.16	Dnpep
ENSMUSG00000026208.10	Des
ENSMUSG00000085653.9	Gm15179
ENSMUSG00000026207.17	Speg
ENSMUSG00000086053.2	Gm15178
ENSMUSG00000033021.17	Gmppa
ENSMUSG00000033007.16	Asic4
ENSMUSG00000102605.2	Gm37264
ENSMUSG00000032997.17	Chpf
ENSMUSG00000026211.19	Obsl1
ENSMUSG00000051703.15	Tmem198
ENSMUSG00000032968.5	Inha
ENSMUSG00000082745.2	Gm15181
ENSMUSG00000026213.16	Stk11ip
ENSMUSG00000082059.2	Gm15183
ENSMUSG00000006576.17	Slc4a3
ENSMUSG00000083244.2	Gm15180
ENSMUSG00000082528.2	Gm15182
ENSMUSG00000082012.2	Gm5257
ENSMUSG00000099996.2	Gm29065
ENSMUSG00000101763.2	Gm29068
ENSMUSG00000100827.2	Gm29069
ENSMUSG00000100553.7	Gm17751
ENSMUSG00000098611.3	Mir6343
ENSMUSG00000100534.2	Gm816
ENSMUSG00000102904.2	Gm38265
ENSMUSG00002076350.1	Gm54739
ENSMUSG00000026235.15	Epha4
ENSMUSG00000099141.3	Mir6352
ENSMUSG00000101849.2	Gm28386
ENSMUSG00000120831.1	Gm32793
ENSMUSG00000101506.2	Gm28385
ENSMUSG00000065215.3	Gm26263
ENSMUSG00000102052.2	Gm28387
ENSMUSG00000004872.16	Pax3
ENSMUSG00000120041.1	Gm33152
ENSMUSG00000118426.2	Gm2102
ENSMUSG00000032908.10	Sgpp2
ENSMUSG00000099561.2	Gm28410
ENSMUSG00000102945.2	Gm37884
ENSMUSG00000026245.17	Farsb
ENSMUSG00000101798.2	Gm28995
ENSMUSG00000104018.2	4833412K13Rik
ENSMUSG00000090486.3	BC035947
ENSMUSG00000012187.14	Mogat1
ENSMUSG00000099364.3	5730419F03Rik
ENSMUSG00000100562.2	Gm29611
ENSMUSG00000032883.16	Acsl3
ENSMUSG00000079470.9	Utp14b
ENSMUSG00000099377.2	Gm6159
ENSMUSG00000099706.2	Gm29536
ENSMUSG00000047330.9	Kcne4
ENSMUSG00000101324.2	Gm29187
ENSMUSG00000072978.4	Gm5830
ENSMUSG00000050711.8	Scg2
ENSMUSG00000099562.2	Gm19027
ENSMUSG00000077782.3	Gm24160
ENSMUSG00000054702.15	Ap1s3
ENSMUSG00000102235.2	Gm37886
ENSMUSG00000073643.12	Wdfy1
ENSMUSG00000104497.2	Gm10555
ENSMUSG00000026248.10	Mrpl44
ENSMUSG00000026249.11	Serpine2
ENSMUSG00000067106.7	Gm5529
ENSMUSG00000100397.2	Gm28071
ENSMUSG00000099753.2	Gm28058
ENSMUSG00000118883.1	Gm23934
ENSMUSG00000102518.2	Gm38339
ENSMUSG00000099552.2	9830004L10Rik
ENSMUSG00000043230.3	Fam124b
ENSMUSG00000101257.3	2310015K22Rik
ENSMUSG00000103404.2	Gm37932
ENSMUSG00000004364.15	Cul3
ENSMUSG00000103076.2	Gm37902
ENSMUSG00000103525.2	Gm37262
ENSMUSG00000101722.2	Gm29125
ENSMUSG00000090637.3	Gm6189
ENSMUSG00000101483.3	1700016L21Rik
ENSMUSG00000110100.2	Gm45261
ENSMUSG00000038608.16	Dock10
ENSMUSG00000103192.2	Gm37645
ENSMUSG00000104488.2	Gm38062
ENSMUSG00000102721.2	A630081D01Rik
ENSMUSG00000099949.2	Gm29124
ENSMUSG00000099918.2	Gm28066
ENSMUSG00000054976.15	Nyap2
ENSMUSG00000104029.2	Gm37210
ENSMUSG00000101986.2	Gm6198
ENSMUSG00000087008.5	Gm5530
ENSMUSG00000100561.2	Gm7516
ENSMUSG00000103571.2	Gm37114
ENSMUSG00000098797.3	Mir6344
ENSMUSG00000055980.3	Irs1
ENSMUSG00000026142.16	Rhbdd1
ENSMUSG00000104493.2	Gm19552
ENSMUSG00000100786.2	Gm28940
ENSMUSG00002075724.1	Gm54921
